account_id,currency,balance,client_id
403,UAH,17935,403
404,EUR,6267,404
405,USD,14959,405
406,USD,8957,406
407,UAH,7522,407
408,EUR,26674,408
409,EUR,7825,409
410,EUR,19111,410
411,EUR,19132,411
412,UAH,22073,412
413,EUR,13147,413
414,USD,22762,414
415,EUR,-795,415
416,UAH,12201,416
417,USD,4784,417
418,USD,29284,418
419,EUR,5614,419
420,EUR,3446,420
421,EUR,24213,421
422,EUR,22817,422
423,EUR,17673,423
424,EUR,5022,424
425,UAH,21591,425
426,EUR,13647,426
427,UAH,2175,427
428,USD,27730,428
429,USD,17198,429
430,UAH,19680,430
431,EUR,755,431
432,UAH,27641,432
433,UAH,23275,433
434,USD,7013,434
435,EUR,19267,435
436,UAH,26094,436
437,UAH,24955,437
438,EUR,13012,438
439,UAH,27896,439
440,EUR,17282,440
441,UAH,20814,441
442,UAH,24401,442
443,EUR,29384,443
444,UAH,28520,444
445,EUR,3807,445
446,USD,13648,446
447,UAH,26506,447
448,EUR,8718,448
449,USD,8425,449
450,UAH,6994,450
451,USD,17859,451
452,UAH,15166,452
453,EUR,23166,453
454,EUR,17581,454
455,EUR,22602,455
456,USD,147,456
457,USD,27047,457
458,USD,17028,458
459,UAH,14828,459
460,USD,24327,460
461,EUR,12645,461
462,UAH,41,462
463,USD,16403,463
464,EUR,11106,464
465,UAH,27016,465
466,EUR,15452,466
467,USD,1687,467
468,UAH,21908,468
469,UAH,15299,469
470,UAH,26720,470
471,USD,17075,471
472,USD,27211,472
473,EUR,28377,473
474,UAH,0,474
475,UAH,3384,475
476,EUR,19384,476
477,UAH,18430,477
478,UAH,26709,478
479,USD,20593,479
480,UAH,23344,480
481,USD,8664,481
482,EUR,13135,482
483,EUR,28607,483
484,UAH,13040,484
485,EUR,21165,485
486,EUR,20386,486
487,UAH,7372,487
488,EUR,10300,488
489,USD,2490,489
490,EUR,4814,490
491,UAH,21122,491
492,EUR,978,492
493,UAH,8197,493
494,EUR,297,494
495,UAH,10146,495
496,EUR,6948,496
497,UAH,14924,497
498,EUR,7672,498
499,EUR,17349,499
500,UAH,27650,500
501,EUR,14216,501
502,UAH,26643,502
503,UAH,9760,503
504,EUR,6794,504
505,UAH,8346,505
506,USD,11801,506
507,UAH,15786,507
508,USD,28739,508
509,UAH,-540,509
510,USD,24238,510
511,UAH,26635,511
512,EUR,1649,512
513,EUR,27512,513
514,USD,14684,514
515,EUR,3256,515
516,USD,18583,516
517,USD,1982,517
518,USD,21969,518
519,UAH,6881,519
520,USD,13822,520
521,EUR,1735,521
522,USD,11532,522
523,USD,19013,523
524,USD,20412,524
525,UAH,13345,525
526,USD,29326,526
527,UAH,3776,527
528,USD,20364,528
529,USD,1169,529
530,USD,13926,530
531,USD,19105,531
532,EUR,16638,532
533,UAH,-415,533
534,EUR,19876,534
535,UAH,2667,535
536,USD,23958,536
537,USD,21166,537
538,EUR,20579,538
539,EUR,17154,539
540,EUR,14269,540
541,USD,11432,541
542,USD,-342,542
543,UAH,12437,543
544,USD,2002,544
545,USD,11981,545
546,UAH,23651,546
547,UAH,10572,547
548,UAH,25585,548
549,EUR,12439,549
550,UAH,1977,550
551,USD,14371,551
552,USD,21242,552
553,EUR,24082,553
554,USD,17313,554
555,EUR,22279,555
556,UAH,25070,556
557,EUR,2408,557
558,EUR,27652,558
559,UAH,-262,559
560,USD,174,560
561,USD,28182,561
562,USD,14353,562
563,USD,29026,563
564,EUR,3673,564
565,EUR,19772,565
566,UAH,10611,566
567,UAH,7415,567
568,UAH,7790,568
569,USD,16784,569
570,UAH,14489,570
571,UAH,18223,571
572,UAH,16003,572
573,UAH,16063,573
574,UAH,23384,574
575,USD,28565,575
576,EUR,13891,576
577,UAH,111,577
578,USD,12315,578
579,EUR,7781,579
580,UAH,16002,580
581,EUR,2206,581
582,UAH,9647,582
583,USD,26427,583
584,USD,7560,584
585,EUR,9390,585
586,EUR,17202,586
587,UAH,23392,587
588,USD,7073,588
589,UAH,-904,589
590,UAH,2704,590
591,USD,16705,591
592,EUR,24146,592
593,EUR,16674,593
594,USD,15773,594
595,USD,23829,595
596,USD,9666,596
597,UAH,1106,597
598,USD,23636,598
599,EUR,3254,599
600,USD,8097,600
601,UAH,18052,601
602,UAH,8054,602
603,USD,14923,603
604,EUR,23925,604
605,USD,16206,605
606,UAH,9426,606
607,USD,19025,607
608,UAH,11075,608
609,EUR,9643,609
610,USD,13754,610
611,USD,7979,611
612,UAH,2734,612
613,EUR,14654,613
614,USD,19028,614
615,UAH,29042,615
616,EUR,27459,616
617,EUR,20746,617
618,EUR,697,618
619,EUR,21441,619
620,USD,3978,620
621,EUR,12340,621
622,USD,509,622
623,USD,19626,623
624,EUR,15659,624
625,USD,22980,625
626,USD,2441,626
627,UAH,15994,627
628,EUR,11656,628
629,EUR,5897,629
630,UAH,12491,630
631,EUR,27258,631
632,EUR,26620,632
633,USD,22739,633
634,UAH,6312,634
635,EUR,264,635
636,USD,24277,636
637,USD,20137,637
638,UAH,1442,638
639,UAH,2426,639
640,USD,21349,640
641,USD,2460,641
642,USD,15334,642
643,EUR,29394,643
644,USD,406,644
645,UAH,21519,645
646,USD,28812,646
647,EUR,14119,647
648,EUR,22116,648
649,USD,1973,649
650,USD,25950,650
651,UAH,14175,651
652,USD,29831,652
653,EUR,25816,653
654,EUR,19085,654
655,USD,18396,655
656,USD,27885,656
657,EUR,17747,657
658,UAH,7861,658
659,USD,12242,659
660,UAH,-274,660
661,EUR,511,661
662,USD,24454,662
663,USD,8797,663
664,UAH,7453,664
665,EUR,1189,665
666,UAH,27019,666
667,USD,1604,667
668,EUR,10558,668
669,UAH,2729,669
670,EUR,23522,670
671,USD,13968,671
672,UAH,13372,672
673,EUR,18961,673
674,UAH,2302,674
675,EUR,28429,675
676,USD,14440,676
677,UAH,17278,677
678,UAH,6291,678
679,EUR,11731,679
680,UAH,13469,680
681,EUR,9879,681
682,USD,5317,682
683,USD,1007,683
684,UAH,12683,684
685,UAH,26483,685
686,EUR,17048,686
687,EUR,23387,687
688,EUR,21811,688
689,USD,20590,689
690,UAH,20862,690
691,UAH,-966,691
692,USD,24427,692
693,USD,17661,693
694,UAH,1411,694
695,USD,3414,695
696,USD,25229,696
697,EUR,26408,697
698,UAH,18694,698
699,UAH,20382,699
700,UAH,12585,700
701,USD,9631,701
702,UAH,2622,702
703,UAH,14732,703
704,UAH,27485,704
705,UAH,1123,705
706,UAH,25263,706
707,USD,6139,707
708,USD,7933,708
709,UAH,9370,709
710,UAH,25805,710
711,USD,25471,711
712,USD,8387,712
713,USD,2967,713
714,USD,2901,714
715,UAH,1531,715
716,USD,28332,716
717,EUR,27722,717
718,UAH,20992,718
719,USD,16068,719
720,UAH,28140,720
721,USD,7405,721
722,USD,8815,722
723,UAH,2399,723
724,USD,18083,724
725,EUR,22618,725
726,EUR,13020,726
727,EUR,24548,727
728,USD,4818,728
729,UAH,6131,729
730,EUR,16011,730
731,EUR,22208,731
732,EUR,21526,732
733,UAH,11328,733
734,USD,20313,734
735,UAH,8063,735
736,EUR,9258,736
737,EUR,1936,737
738,USD,4631,738
739,USD,24115,739
740,USD,-819,740
741,EUR,4544,741
742,UAH,22754,742
743,USD,27606,743
744,UAH,26591,744
745,USD,11960,745
746,EUR,28365,746
747,EUR,7848,747
748,EUR,1286,748
749,USD,12279,749
750,UAH,-801,750
751,USD,24752,751
752,UAH,13778,752
753,EUR,12733,753
754,USD,22933,754
755,USD,18562,755
756,USD,16416,756
757,UAH,12198,757
758,EUR,28794,758
759,UAH,20897,759
760,UAH,20381,760
761,EUR,17075,761
762,UAH,13621,762
763,EUR,16472,763
764,UAH,7870,764
765,USD,24856,765
766,UAH,11661,766
767,EUR,10983,767
768,UAH,13560,768
769,USD,20864,769
770,UAH,834,770
771,USD,26413,771
772,USD,18951,772
773,UAH,15377,773
774,UAH,17848,774
775,UAH,28800,775
776,USD,9514,776
777,UAH,4782,777
778,EUR,4269,778
779,USD,9933,779
780,UAH,18848,780
781,USD,16887,781
782,UAH,26147,782
783,UAH,7047,783
784,USD,15174,784
785,EUR,13853,785
786,USD,23263,786
787,UAH,15175,787
788,EUR,1312,788
789,EUR,6105,789
790,EUR,6998,790
791,UAH,24628,791
792,UAH,8273,792
793,EUR,3945,793
794,EUR,4990,794
795,UAH,7563,795
796,UAH,8886,796
797,UAH,9230,797
798,UAH,2882,798
799,USD,23194,799
800,EUR,4217,800
801,USD,18512,801
802,USD,8550,802
803,USD,16027,803
804,USD,22369,804
805,EUR,29611,805
806,UAH,20620,806
807,EUR,10578,807
808,EUR,24991,808
809,USD,12039,809
810,EUR,1681,810
811,EUR,25174,811
812,EUR,14121,812
813,EUR,10289,813
814,EUR,25435,814
815,USD,12393,815
816,UAH,26415,816
817,EUR,9599,817
818,USD,29768,818
819,EUR,27650,819
820,UAH,26472,820
821,USD,9636,821
822,USD,5939,822
823,USD,6862,823
824,EUR,8623,824
825,USD,6200,825
826,USD,15825,826
827,UAH,27802,827
828,UAH,7120,828
829,UAH,9924,829
830,USD,7195,830
831,EUR,20338,831
832,USD,16274,832
833,UAH,14400,833
834,EUR,12942,834
835,EUR,-820,835
836,UAH,21393,836
837,EUR,7257,837
838,EUR,13288,838
839,UAH,29156,839
840,EUR,614,840
841,EUR,6241,841
842,EUR,10321,842
843,USD,12003,843
844,UAH,3646,844
845,EUR,21556,845
846,UAH,16179,846
847,USD,11370,847
848,USD,28022,848
849,UAH,5466,849
850,EUR,4618,850
851,EUR,26478,851
852,USD,26453,852
853,UAH,10316,853
854,EUR,6184,854
855,UAH,10174,855
856,USD,25488,856
857,USD,12997,857
858,UAH,23102,858
859,USD,16603,859
860,USD,17898,860
861,EUR,9372,861
862,EUR,23445,862
863,EUR,24799,863
864,EUR,27275,864
865,UAH,12854,865
866,EUR,21450,866
867,EUR,28446,867
868,EUR,6280,868
869,USD,9315,869
870,EUR,11828,870
871,EUR,-237,871
872,USD,21315,872
873,UAH,17026,873
874,UAH,18615,874
875,EUR,15182,875
876,USD,23157,876
877,USD,21370,877
878,USD,8624,878
879,USD,16618,879
880,UAH,5188,880
881,EUR,13739,881
882,UAH,2562,882
883,EUR,9120,883
884,UAH,26990,884
885,EUR,12162,885
886,USD,10023,886
887,EUR,10316,887
888,EUR,18005,888
889,UAH,17688,889
890,UAH,6186,890
891,EUR,23189,891
892,USD,7505,892
893,EUR,18332,893
894,EUR,24141,894
895,EUR,8658,895
896,UAH,26902,896
897,UAH,3528,897
898,USD,25210,898
899,USD,10848,899
900,EUR,21348,900
901,USD,14893,901
902,EUR,19057,902
903,EUR,15369,903
904,USD,17936,904
905,EUR,4017,905
906,UAH,29550,906
907,USD,10179,907
908,UAH,22502,908
909,USD,172,909
910,EUR,21849,910
911,EUR,2615,911
912,USD,17323,912
913,UAH,4559,913
914,USD,1870,914
915,UAH,1748,915
916,EUR,6260,916
917,EUR,19693,917
918,USD,15094,918
919,USD,23634,919
920,EUR,19746,920
921,UAH,28062,921
922,UAH,13476,922
923,EUR,629,923
924,UAH,24650,924
925,USD,24614,925
926,UAH,1962,926
927,USD,24881,927
928,EUR,939,928
929,UAH,15709,929
930,EUR,2952,930
931,EUR,-600,931
932,UAH,28112,932
933,UAH,19029,933
934,EUR,8567,934
935,EUR,13215,935
936,UAH,1196,936
937,UAH,689,937
938,UAH,6402,938
939,UAH,13914,939
940,USD,13904,940
941,EUR,27025,941
942,USD,5663,942
943,EUR,22951,943
944,UAH,18309,944
945,EUR,9099,945
946,EUR,14570,946
947,USD,25505,947
948,UAH,28895,948
949,USD,16852,949
950,EUR,29976,950
951,EUR,17466,951
952,UAH,16785,952
953,UAH,2974,953
954,EUR,3850,954
955,UAH,1887,955
956,EUR,23188,956
957,EUR,16880,957
958,UAH,23562,958
959,USD,25415,959
960,UAH,-29,960
961,USD,26584,961
962,USD,615,962
963,UAH,14470,963
964,UAH,9753,964
965,EUR,981,965
966,UAH,24969,966
967,USD,21891,967
968,EUR,28305,968
969,UAH,4902,969
970,UAH,14411,970
971,UAH,24589,971
972,USD,18589,972
973,UAH,8667,973
974,USD,466,974
975,UAH,29038,975
976,USD,13778,976
977,USD,12643,977
978,UAH,13583,978
979,UAH,17194,979
980,UAH,23977,980
981,EUR,7606,981
982,EUR,29495,982
983,UAH,11729,983
984,EUR,14404,984
985,UAH,28065,985
986,USD,22929,986
987,USD,1937,987
988,EUR,3762,988
989,UAH,10795,989
990,USD,8133,990
991,EUR,16642,991
992,UAH,19471,992
993,USD,21119,993
994,USD,24338,994
995,USD,3040,995
996,UAH,14236,996
997,USD,2325,997
998,UAH,-572,998
999,EUR,3484,999
1000,UAH,15109,1000
1001,EUR,9400,1001
1002,EUR,3875,1002
1003,USD,2270,1003
1004,USD,13437,1004
1005,EUR,11287,1005
1006,EUR,17027,1006
1007,UAH,22725,1007
1008,EUR,2746,1008
1009,EUR,22145,1009
1010,EUR,18554,1010
1011,UAH,16366,1011
1012,UAH,13816,1012
1013,EUR,5155,1013
1014,UAH,-948,1014
1015,UAH,16855,1015
1016,UAH,6720,1016
1017,EUR,-241,1017
1018,EUR,12225,1018
1019,USD,28720,1019
1020,UAH,-769,1020
1021,UAH,17458,1021
1022,USD,15456,1022
1023,EUR,4298,1023
1024,EUR,8736,1024
1025,EUR,693,1025
1026,USD,18550,1026
1027,EUR,2908,1027
1028,USD,18518,1028
1029,EUR,8793,1029
1030,UAH,24770,1030
1031,EUR,7248,1031
1032,UAH,21066,1032
1033,USD,853,1033
1034,USD,18961,1034
1035,USD,16091,1035
1036,USD,5650,1036
1037,UAH,8581,1037
1038,USD,7334,1038
1039,UAH,17097,1039
1040,UAH,12140,1040
1041,UAH,23793,1041
1042,UAH,11841,1042
1043,EUR,25452,1043
1044,USD,24805,1044
1045,UAH,24188,1045
1046,USD,2446,1046
1047,UAH,5869,1047
1048,UAH,21656,1048
1049,UAH,3524,1049
1050,USD,6698,1050
1051,EUR,7329,1051
1052,EUR,20090,1052
1053,EUR,6111,1053
1054,EUR,4043,1054
1055,USD,7441,1055
1056,EUR,2919,1056
1057,USD,12915,1057
1058,USD,24945,1058
1059,UAH,1516,1059
1060,USD,22600,1060
1061,EUR,12569,1061
1062,EUR,3489,1062
1063,USD,2985,1063
1064,EUR,20203,1064
1065,EUR,12981,1065
1066,USD,6040,1066
1067,USD,12838,1067
1068,UAH,5684,1068
1069,USD,15294,1069
1070,UAH,23438,1070
1071,USD,26957,1071
1072,UAH,27353,1072
1073,USD,22000,1073
1074,EUR,11644,1074
1075,EUR,3632,1075
1076,EUR,15931,1076
1077,USD,12299,1077
1078,EUR,3579,1078
1079,UAH,4776,1079
1080,USD,-445,1080
1081,UAH,21979,1081
1082,EUR,6955,1082
1083,USD,16465,1083
1084,USD,19990,1084
1085,UAH,27977,1085
1086,USD,11389,1086
1087,UAH,25632,1087
1088,UAH,15584,1088
1089,UAH,13480,1089
1090,EUR,12156,1090
1091,USD,15027,1091
1092,USD,22920,1092
1093,UAH,5580,1093
1094,UAH,4391,1094
1095,USD,28110,1095
1096,USD,24801,1096
1097,UAH,17645,1097
1098,USD,24750,1098
1099,UAH,11201,1099
1100,EUR,7950,1100
1101,EUR,22562,1101
1102,EUR,2453,1102
1103,USD,20694,1103
1104,USD,28426,1104
1105,EUR,9479,1105
1106,EUR,29387,1106
1107,USD,14364,1107
1108,USD,1475,1108
1109,EUR,7171,1109
1110,EUR,11288,1110
1111,UAH,16033,1111
1112,USD,9275,1112
1113,UAH,2051,1113
1114,USD,7629,1114
1115,USD,21873,1115
1116,USD,26349,1116
1117,UAH,13174,1117
1118,USD,12528,1118
1119,EUR,22772,1119
1120,UAH,20831,1120
1121,USD,7443,1121
1122,EUR,20280,1122
1123,EUR,25230,1123
1124,UAH,7174,1124
1125,EUR,15655,1125
1126,USD,18134,1126
1127,USD,4432,1127
1128,UAH,25522,1128
1129,USD,29440,1129
1130,UAH,2992,1130
1131,USD,15825,1131
1132,UAH,29820,1132
1133,UAH,14401,1133
1134,USD,1640,1134
1135,USD,17660,1135
1136,USD,14187,1136
1137,EUR,3009,1137
1138,UAH,11614,1138
1139,USD,2576,1139
1140,UAH,16739,1140
1141,UAH,13804,1141
1142,USD,1073,1142
1143,UAH,6855,1143
1144,UAH,23224,1144
1145,EUR,19480,1145
1146,UAH,13720,1146
1147,EUR,7373,1147
1148,USD,22873,1148
1149,USD,18179,1149
1150,USD,7051,1150
1151,USD,22746,1151
1152,USD,6695,1152
1153,USD,2594,1153
1154,USD,26950,1154
1155,EUR,9701,1155
1156,USD,29127,1156
1157,USD,19682,1157
1158,EUR,21081,1158
1159,USD,5797,1159
1160,EUR,26677,1160
1161,USD,28969,1161
1162,UAH,21113,1162
1163,UAH,24337,1163
1164,USD,6275,1164
1165,UAH,14447,1165
1166,USD,19093,1166
1167,UAH,18564,1167
1168,USD,23345,1168
1169,EUR,20340,1169
1170,USD,6811,1170
1171,UAH,29426,1171
1172,EUR,1278,1172
1173,UAH,1632,1173
1174,USD,5811,1174
1175,UAH,6753,1175
1176,USD,21167,1176
1177,USD,28730,1177
1178,EUR,7498,1178
1179,UAH,12012,1179
1180,UAH,11501,1180
1181,EUR,21971,1181
1182,USD,5742,1182
1183,USD,18432,1183
1184,EUR,16529,1184
1185,EUR,22640,1185
1186,EUR,15161,1186
1187,USD,72,1187
1188,EUR,3765,1188
1189,EUR,21179,1189
1190,UAH,26280,1190
1191,EUR,8279,1191
1192,EUR,26113,1192
1193,UAH,9855,1193
1194,USD,13258,1194
1195,UAH,12250,1195
1196,UAH,6977,1196
1197,USD,28403,1197
1198,UAH,8282,1198
1199,UAH,24342,1199
1200,UAH,24092,1200
1201,USD,280,1201
1202,UAH,11354,1202
1203,EUR,8988,1203
1204,UAH,21213,1204
1205,USD,-25,1205
1206,USD,9726,1206
1207,USD,12307,1207
1208,UAH,11189,1208
1209,USD,21778,1209
1210,UAH,3795,1210
1211,EUR,24971,1211
1212,UAH,21074,1212
1213,UAH,6306,1213
1214,UAH,11003,1214
1215,USD,26609,1215
1216,USD,11694,1216
1217,EUR,20153,1217
1218,UAH,237,1218
1219,UAH,14222,1219
1220,EUR,3291,1220
1221,USD,28396,1221
1222,EUR,3709,1222
1223,UAH,17762,1223
1224,EUR,25371,1224
1225,UAH,-454,1225
1226,USD,1070,1226
1227,USD,10467,1227
1228,UAH,18737,1228
1229,UAH,29528,1229
1230,USD,15589,1230
1231,UAH,20523,1231
1232,USD,5523,1232
1233,EUR,21143,1233
1234,EUR,19297,1234
1235,USD,29391,1235
1236,UAH,3765,1236
1237,EUR,22844,1237
1238,UAH,28304,1238
1239,USD,-930,1239
1240,UAH,4868,1240
1241,UAH,2818,1241
1242,USD,26577,1242
1243,UAH,1218,1243
1244,EUR,1047,1244
1245,USD,18329,1245
1246,USD,15637,1246
1247,UAH,22079,1247
1248,USD,9686,1248
1249,USD,21271,1249
1250,USD,9764,1250
1251,EUR,23836,1251
1252,EUR,21934,1252
1253,UAH,19453,1253
1254,USD,11860,1254
1255,UAH,-418,1255
1256,USD,25216,1256
1257,EUR,15638,1257
1258,USD,21023,1258
1259,UAH,22188,1259
1260,UAH,23213,1260
1261,EUR,21440,1261
1262,USD,4701,1262
1263,UAH,21843,1263
